16046794,0
8563082,0
7961608,0
8845753,0
12777858,0
12576189,0
11090699,0
20881961,0
15725679,0
14327031,0
7121803,0
10808644,0
12768156,0
10942129,0
8026108,0
7254816,0
4528478,0
7089919,0
7144365,0
8825538,0
9587131,0
7707684,0
14434661,0
12631518,0
13042854,0
13302129,0
12042229,0
15386398,0
15114913,0
10584069,0
11085719,0
5064664,0
4337715,0
6450450,0
7045292,0
7458130,0
7952693,0
9634859,0
10079262,0
28310621,0
14565252,0
5962460,0
8639602,0
8675317,0
6277714,0
6198558,0
4388665,0
6344159,0
9157280,0
9668407,0
12128162,0
3790412,0
4597640,0
8372259,0
10230369,0
12683673,0
3616104,0
4202614,0
4791414,0
2653526,0
2680631,0
4414035,0
4545188,0
3891989,0
5180136,0
3466548,0
5569341,0
3626725,0
3302403,0
4574729,0
2229705,0
5194932,0
4851148,0
3027065,0
1896104,0
3220509,0
5186720,0
4103578,0
2783684,0
5522790,0
4592451,0
5413915,0
3789142,0
1944234,0
5199466,0
2334539,0
2089016,0
1844727,0
1338771,0
2274695,0
1971065,0
2225304,0
2339384,0
4071487,0
4682893,0
2432753,0
5195063,0
2115935,0
1667455,0
2084912,0
3254750,0
1535409,0
3951346,0
6611458,0
5231582,0
5030635,0
4732985,0
1648925,0
6291053,0
4107890,0
5690128,0
3836087,0
3989979,0
2611690,0
2754688,0
2533416,0
11814645,0
17175554,0
3257437,0
3732068,0
3379770,0
2825063,0
1701350,0
2903906,0
6831418,0
2629925,0
1947104,0
3998644,0
2780545,0
2023047,0
3303080,0
1282442,0
1123684,0
664638,0
916066,0
887871,0
2739625,0
1726950,0
1485162,0
1592103,0
1789010,0
1026625,0
970753,0
1444060,0
1584728,0
1528336,0
3487330,0
8053534,0
7567341,0
9266388,0
12815210,0
8273645,0
11068384,0
3913584,0
18114756,0
7165625,0
3466404,0
4863966,0
5003787,0
4468672,0
4207266,0
3977938,0
6078360,0
4694806,0
4418133,0
4770826,0
3090679,0
6985702,0
19836816,0
6933176,0
6279982,0
6300211,0
4690771,0
6490261,0
26201748,0
5885139,0
3630291,0
4636116,0
3346076,0
1788787,0
1261243,0
1338579,0
7398625,0
9554944,0
3293654,0
4362296,0
3045432,0
3845509,0
3021431,0
3814125,0
2936661,0
2693618,0
2310434,0
5966360,0
3213983,0
2821425,0
4494651,0
2122016,0
2371702,0
2457500,0
2381449,0
2576985,0
2258555,0
9335367,0
3383715,0
2337451,0
2884815,0
3714849,0
6392302,0
3115105,0
3154276,0
3209622,0
3662762,0
11047680,0
3612355,0
2807350,0
1443095,0
1917295,0
2873186,0
2410280,0
3808939,0
5225244,0
4298099,0
4362864,0
7115260,0
6895175,0
2797449,0
1284827,0
1731048,0
2620773,0
1595810,0
1029390,0
2110578,0
41373685,0
46750809,0
26795282,0
16230795,0
10807964,0
10411141,0
7662588,0
11425747,0
23907135,0
13777103,0
24170398,0
12718644,0
11567381,0
8091909,0
16836948,0
10303731,0
15373692,0
10186950,0
11473412,0
17437898,0
10923806,0
8816526,0
6280369,0
5081789,0
2820119,0
13132370,0
13185015,0
8327402,0
5857911,0
7078072,0
7673443,0
5149329,0
6391094,0
5324245,0
3563612,0
8944807,0
7414511,0
3545568,0
3001194,0
2939536,0
3402241,0
4291345,0
3931193,0
11241105,0
6307488,0
2592209,0
8359947,0
19389902,0
9944030,0
13710959,0
6487965,0
9362555,0
5557779,0
5800936,0
5018412,0
6236536,0
7575599,0
3752665,0
5556212,0
5392059,0
3460699,0
9931767,0
9139436,0
4408800,0
4906741,0
5528335,0
5417447,0
3851960,0
2142917,0
2998401,0
3810065,0
3516137,0
2262277,0
6916601,0
3153400,0
3138564,0
3225307,0
2640297,0
1925565,0
2830609,0
3505447,0
6671163,0
5352560,0
2844598,0
3411887,0
15688482,0
13193641,0
15026148,0
5960992,0
5462977,0
4128872,0
22167968,0
18757743,0
20977800,0
14459212,0
13254828,0
8828622,0
13268322,0
11766990,0
6014257,0
7203510,0
4708699,0
3088082,0
2578288,0
2213015,0
2141629,0
2701700,0
3503062,0
19593121,0
5927949,0
4311603,0
7077735,0
6364091,0
11374754,0
6399088,0
6385812,0
22837453,0
11844469,0
15365974,0
8542881,0
8013954,0
7348761,0
9984427,0
7460333,0
8978781,0
4328095,0
12131598,0
9471235,0
6933680,0
9212643,0
12860921,0
10541606,0
7847637,0
14383690,0
10459260,0
12057470,0
7468820,0
4500547,0
4710632,0
14006946,0
4808048,0
4241434,0
5049393,0
