0.191964,0.177578,0.198450,0.171692,0.218987,0.204234,0.247518,0.209614,0.201775,0.183215,0.202599,0.197034,0.228076,0.199450,0.235345,0.277125,0.293596,0.298318,0.249555,0.228558,0.241431,0.282848,0.300147,0.294011,0.298898,0.251176,0.265801,0.249114,0.266168,0.270788,0.273953,0.225913,0.218304,0.208221,0.189192,0.162595,0.183031,0.180546,0.151380,0.137931,0.146755,0.161754,0.166712,0.140695,0.134901,0.111656,0.129125,0.136246,0.140727,0.159902,0.166491,0.164322,0.171047,0.183371,0.183592,0.182184,0.192290,0.196144,0.178401,0.152759,0.177884,0.208278,0.201558,0.205796,0.154828,0.156567,0.144210,0.149156,0.149087,0.143558,0.142727,0.144781,0.153737,0.125951,0.108888,0.126519,0.151467,0.153687,0.151003,0.126082,0.145327,0.132372,0.160588,0.134771,0.206985,0.201488,0.202260,0.211175,0.229749,0.217486,0.252372,0.248308,0.223160,0.187745,0.172923,0.188965,0.192812,0.190281,0.211189,0.187587
0.093113,0.076164,0.080039,0.062495,0.098718,0.079456,0.142263,0.095856,0.095668,0.081945,0.081205,0.070130,0.100351,0.082190,0.127317,0.142240,0.147382,0.180965,0.138583,0.128619,0.132527,0.149312,0.147077,0.173696,0.200905,0.145317,0.157271,0.134572,0.141127,0.129366,0.168352,0.139910,0.121895,0.096475,0.081154,0.074290,0.089125,0.079808,0.063135,0.059851,0.064407,0.061868,0.056927,0.042191,0.040085,0.032213,0.034928,0.042206,0.053550,0.064490,0.062774,0.064965,0.076112,0.079188,0.078302,0.076287,0.080204,0.093462,0.073051,0.058048,0.077772,0.089335,0.082135,0.109951,0.069471,0.068436,0.061304,0.062627,0.056500,0.056118,0.051611,0.050303,0.053889,0.037545,0.032384,0.035073,0.038893,0.039627,0.050745,0.035174,0.039492,0.033810,0.043317,0.030157,0.111076,0.097507,0.098607,0.109285,0.113964,0.099738,0.156338,0.150819,0.120062,0.091818,0.083208,0.095721,0.094606,0.094615,0.115431,0.094097
0.053578,0.039807,0.040285,0.030106,0.052914,0.039736,0.091992,0.053098,0.053863,0.044859,0.039881,0.032619,0.053465,0.042626,0.077450,0.083841,0.085606,0.120535,0.086460,0.080338,0.081404,0.089462,0.083247,0.113379,0.143680,0.092624,0.100859,0.082880,0.082639,0.072173,0.113362,0.094080,0.074395,0.052135,0.042133,0.040317,0.048946,0.042998,0.032526,0.031520,0.034035,0.030192,0.025467,0.017101,0.016231,0.012816,0.012970,0.018844,0.026631,0.033949,0.032182,0.034301,0.043277,0.043734,0.042861,0.040932,0.042678,0.053874,0.038014,0.029247,0.041417,0.047563,0.042882,0.069318,0.038003,0.037428,0.033157,0.033147,0.028543,0.028853,0.024724,0.023453,0.024953,0.015977,0.013405,0.013629,0.014417,0.014879,0.022999,0.013619,0.015001,0.012687,0.016232,0.010635,0.068925,0.057795,0.058772,0.067010,0.067230,0.056763,0.108545,0.103040,0.075502,0.054225,0.048297,0.058736,0.058206,0.058869,0.075723,0.059099
0.033632,0.023106,0.022899,0.016751,0.031281,0.022693,0.063262,0.032512,0.033196,0.027258,0.021967,0.017538,0.031695,0.024905,0.050217,0.053483,0.054009,0.084266,0.057243,0.052941,0.053141,0.057637,0.051235,0.077952,0.105764,0.061985,0.067606,0.054623,0.051289,0.043920,0.079869,0.065732,0.047536,0.030619,0.024162,0.023803,0.028709,0.025641,0.018628,0.018271,0.019802,0.016732,0.013122,0.008108,0.007699,0.005980,0.005712,0.010093,0.015187,0.020533,0.019337,0.020990,0.027893,0.027455,0.026714,0.025008,0.025775,0.034310,0.022453,0.016967,0.024493,0.028491,0.025509,0.047425,0.022998,0.022928,0.020208,0.019770,0.016674,0.017027,0.013680,0.012704,0.013376,0.008118,0.006549,0.006316,0.006502,0.006812,0.012126,0.006247,0.006813,0.005798,0.007306,0.004715,0.046183,0.038086,0.038839,0.044874,0.043600,0.036145,0.079798,0.074728,0.051442,0.035217,0.030849,0.039811,0.040215,0.041019,0.054565,0.041606
0.022452,0.014437,0.014091,0.010163,0.019829,0.014054,0.045549,0.021282,0.021814,0.017743,0.013120,0.010316,0.020171,0.015694,0.034303,0.036100,0.036110,0.061302,0.039783,0.036603,0.036490,0.039186,0.033503,0.055907,0.080255,0.043387,0.047325,0.037876,0.033608,0.028461,0.058495,0.047750,0.031922,0.019229,0.014911,0.015037,0.017951,0.016399,0.011507,0.011388,0.012383,0.010083,0.007431,0.004277,0.004065,0.003113,0.002829,0.005970,0.009414,0.013420,0.012616,0.013886,0.019239,0.018504,0.017893,0.016452,0.016766,0.023270,0.014319,0.010683,0.015565,0.018360,0.016381,0.034173,0.014916,0.015074,0.013244,0.012708,0.010578,0.010885,0.008265,0.007539,0.007857,0.004574,0.003556,0.003278,0.003306,0.003511,0.007025,0.003207,0.003474,0.002984,0.003698,0.002376,0.032618,0.026668,0.027246,0.031751,0.030008,0.024570,0.060976,0.056440,0.036904,0.024290,0.020971,0.028567,0.029466,0.030267,0.041316,0.030997
0.015458,0.009418,0.009118,0.006477,0.013140,0.009097,0.033567,0.014426,0.014847,0.012010,0.008235,0.006389,0.013394,0.010268,0.024082,0.025166,0.024829,0.045186,0.028132,0.025787,0.025689,0.027437,0.022542,0.040658,0.061163,0.030803,0.033786,0.026787,0.022593,0.018963,0.043291,0.034944,0.021767,0.012451,0.009503,0.009728,0.011556,0.010847,0.007360,0.007335,0.008054,0.006369,0.004415,0.002388,0.002267,0.001712,0.001511,0.003768,0.006183,0.009323,0.008773,0.009724,0.013963,0.013140,0.012624,0.011398,0.011421,0.016436,0.009614,0.007062,0.010345,0.012429,0.011027,0.025308,0.010082,0.010359,0.009071,0.008594,0.007085,0.007336,0.005281,0.004727,0.004893,0.002740,0.002055,0.001824,0.001811,0.001944,0.004276,0.001757,0.001903,0.001650,0.002027,0.001290,0.023862,0.019492,0.019868,0.023275,0.021521,0.017364,0.047581,0.043611,0.027300,0.017359,0.014835,0.021443,0.022679,0.023384,0.032604,0.024249
0.010930,0.006321,0.006102,0.004312,0.008938,0.006142,0.025206,0.010092,0.010376,0.008382,0.005330,0.004133,0.009175,0.006983,0.017208,0.017972,0.017567,0.033889,0.020305,0.018465,0.018402,0.019643,0.015617,0.030131,0.047111,0.022233,0.024403,0.019392,0.015443,0.013021,0.032570,0.025927,0.015056,0.008268,0.006251,0.006473,0.007566,0.007405,0.004863,0.004860,0.005373,0.004173,0.002737,0.001393,0.001324,0.000985,0.000840,0.002507,0.004208,0.006713,0.006374,0.007101,0.010492,0.009671,0.009239,0.008190,0.008081,0.011940,0.006684,0.004870,0.007070,0.008695,0.007724,0.019242,0.007004,0.007349,0.006431,0.005996,0.004948,0.005140,0.003511,0.003094,0.003170,0.001727,0.001242,0.001062,0.001046,0.001138,0.002726,0.001007,0.001092,0.000964,0.001162,0.000749,0.017805,0.014679,0.014940,0.017498,0.015843,0.012716,0.037787,0.034309,0.020688,0.012762,0.010772,0.016517,0.018023,0.018658,0.026394,0.019573
0.007904,0.004365,0.004198,0.002943,0.006249,0.004243,0.019269,0.007219,0.007429,0.005990,0.003560,0.002748,0.006444,0.004859,0.012591,0.013114,0.012682,0.025836,0.014955,0.013528,0.013492,0.014370,0.011058,0.022715,0.036827,0.016389,0.018036,0.014313,0.010845,0.009145,0.024905,0.019598,0.010686,0.005647,0.004226,0.004423,0.005116,0.005178,0.003302,0.003313,0.003691,0.002812,0.001751,0.000844,0.000802,0.000589,0.000489,0.001708,0.002942,0.004939,0.004717,0.005279,0.008019,0.007250,0.006889,0.006006,0.005836,0.008854,0.004758,0.003433,0.004963,0.006225,0.005522,0.014854,0.004991,0.005331,0.004658,0.004289,0.003531,0.003683,0.002398,0.002081,0.002115,0.001120,0.000778,0.000643,0.000627,0.000690,0.001787,0.000601,0.000652,0.000583,0.000695,0.000449,0.013556,0.011245,0.011418,0.013389,0.011895,0.009470,0.030401,0.027370,0.015940,0.009562,0.007993,0.012938,0.014501,0.015060,0.021620,0.015977
0.005783,0.003046,0.002931,0.002059,0.004407,0.003003,0.014835,0.005246,0.005376,0.004344,0.002403,0.001869,0.004590,0.003454,0.009243,0.009663,0.009285,0.019821,0.011095,0.009937,0.009923,0.010597,0.007938,0.017248,0.028824,0.012123,0.013311,0.010671,0.007621,0.006513,0.019153,0.014850,0.007580,0.003886,0.002895,0.003055,0.003455,0.003676,0.002273,0.002281,0.002555,0.001927,0.001143,0.000521,0.000495,0.000359,0.000288,0.001203,0.002094,0.003709,0.003593,0.004033,0.006264,0.005555,0.005253,0.004498,0.004310,0.006659,0.003449,0.002482,0.003523,0.004533,0.004043,0.011643,0.003597,0.003933,0.003440,0.003113,0.002583,0.002698,0.001672,0.001432,0.001439,0.000749,0.000497,0.000397,0.000386,0.000430,0.001201,0.000365,0.000397,0.000363,0.000422,0.000280,0.010397,0.008766,0.008890,0.010381,0.009046,0.007211,0.024674,0.022023,0.012438,0.007274,0.006003,0.010283,0.011927,0.012434,0.018010,0.013333
0.004250,0.002151,0.002068,0.001437,0.003157,0.002116,0.011488,0.003819,0.003923,0.003166,0.001648,0.001273,0.003293,0.002445,0.006873,0.007172,0.006796,0.015217,0.008249,0.007362,0.007382,0.007876,0.005702,0.013098,0.022597,0.009013,0.009963,0.007953,0.005439,0.004638,0.014728,0.011283,0.005442,0.002701,0.001990,0.002116,0.002381,0.002613,0.001572,0.001583,0.001794,0.001330,0.000749,0.000325,0.000308,0.000221,0.000174,0.000843,0.001507,0.002811,0.002737,0.003075,0.004901,0.004268,0.004012,0.003379,0.003179,0.005039,0.002517,0.001788,0.002532,0.003325,0.002954,0.009108,0.002620,0.002917,0.002546,0.002285,0.001891,0.001983,0.001174,0.000989,0.000988,0.000499,0.000321,0.000249,0.000240,0.000270,0.000806,0.000225,0.000246,0.000227,0.000263,0.000173,0.008067,0.006850,0.006915,0.008082,0.006933,0.005464,0.020064,0.017779,0.009731,0.005546,0.004546,0.008235,0.009812,0.010244,0.015040,0.011126
